epoch,loss
1,4.652358627319336
2,4.379345703125
3,3.780856704711914
4,3.735734558105469
5,3.2418743133544923
6,3.2006389617919924
7,3.0360279083251953
8,3.488237762451172
9,3.3029319763183596
10,2.8976491928100585
11,2.8395923614501952
12,2.9144365310668947
13,2.6209695816040037
14,3.0200563430786134
15,2.6910846710205076
16,3.6635841369628905
17,2.6884225845336913
18,2.837845802307129
19,2.681137275695801
20,3.663817596435547
21,2.789168357849121
22,2.9176609039306642
23,3.24754638671875
24,2.63271541595459
25,2.6324285507202148
26,3.0747421264648436
27,2.7277637481689454
28,2.854486656188965
29,2.3498394012451174
30,2.716310501098633
31,2.7221921920776366
32,2.618595504760742
33,2.493216133117676
34,2.3634897232055665
35,2.556351661682129
36,2.9000104904174804
37,2.537948989868164
38,2.682890701293945
39,3.0416563034057615
40,3.137228775024414
41,2.5289682388305663
42,2.5008960723876954
43,2.720276641845703
44,2.5884689331054687
45,3.1857027053833007
46,2.526461601257324
47,2.6230472564697265
48,2.7260278701782226
49,3.0991079330444338
50,2.304622459411621
51,2.5227237701416017
52,2.535403823852539
53,2.463323974609375
54,2.5822858810424805
55,2.4719526290893556
56,2.6120573043823243
57,2.610527229309082
58,2.5647207260131837
59,2.6363336563110353
60,2.768680191040039
61,2.440789985656738
62,2.4536569595336912
63,3.0064367294311523
64,2.5345121383666993
65,3.054869842529297
66,2.314191436767578
67,2.7573909759521484
68,2.5715051651000977
69,2.6074411392211916
70,2.898304557800293
71,2.630298614501953
72,2.358773040771484
73,2.664651298522949
74,2.1880645751953125
75,2.4157278060913088
76,2.495887565612793
77,2.2730899810791017
78,2.4954244613647463
79,2.289892578125
80,2.2743654251098633
81,2.660121536254883
82,2.455318832397461
83,2.642780303955078
84,2.7758323669433596
85,2.772266387939453
86,2.6369094848632812
87,2.4705881118774413
88,2.5180084228515627
89,2.6848081588745116
90,2.276763916015625
91,2.6456674575805663
92,2.521315002441406
93,2.397002410888672
94,2.830783462524414
95,2.7387948989868165
96,2.7281274795532227
97,2.535148048400879
98,2.355417823791504
99,2.600007247924805
100,2.2866867065429686
101,2.589005470275879
102,2.89453010559082
103,2.6030252456665037
104,2.6345090866088867
105,2.501881790161133
106,2.188914680480957
107,2.4226184844970704
108,2.4576988220214844
109,2.465778350830078
110,2.6976842880249023
111,2.2050043106079102
112,2.5763338088989256
113,2.3112934112548826
114,2.1915231704711915
115,2.2420873641967773
116,2.312380790710449
117,2.4294538497924805
118,2.620689582824707
119,2.612010955810547
120,2.2591884613037108
121,2.4037429809570314
122,2.9056190490722655
123,2.4001388549804688
124,2.2688575744628907
125,2.5038394927978516
126,2.4080879211425783
127,2.643718147277832
128,2.1417232513427735
129,2.2354290008544924
130,2.568631172180176
131,2.264303779602051
132,2.489886474609375
133,2.367409896850586
134,2.457554817199707
135,2.3252620697021484
136,2.3570451736450195
137,2.3021774291992188
138,2.5060068130493165
139,2.592816162109375
140,2.212052917480469
141,2.4458656311035156
142,2.2676824569702148
143,2.5292760848999025
144,2.4556150436401367
145,2.443531036376953
146,2.475493240356445
147,2.380167007446289
148,3.3629642486572267
149,2.2793342590332033
150,2.5061269760131837
151,2.2448902130126953
152,2.3637786865234376
153,2.2760297775268556
154,2.285211753845215
155,2.160677909851074
156,2.2444385528564452
157,2.4643632888793947
158,2.4259172439575196
159,2.21399040222168
160,2.2968637466430666
161,2.1911457061767576
162,2.3462648391723633
163,2.7336196899414062
164,1.9271488189697266
165,2.3291156768798826
166,2.342554473876953
167,2.3379669189453125
168,2.6162620544433595
169,2.0707035064697266
170,2.2168617248535156
171,2.332727241516113
172,2.2810827255249024
173,2.216753387451172
174,2.4722719192504883
175,2.3566614151000977
176,2.5225215911865235
177,2.3358360290527345
178,2.294038200378418
179,2.664698600769043
180,2.4766748428344725
181,2.276371192932129
182,2.473525619506836
183,2.1821096420288084
184,2.5935861587524416
185,2.536398506164551
186,2.2896142959594727
187,2.2764410018920898
188,2.369101715087891
189,2.535692596435547
190,2.356793212890625
191,2.6375797271728514
192,2.183986282348633
193,2.731588935852051
194,1.993331527709961
195,2.252726745605469
196,2.5479997634887694
197,2.276045799255371
198,2.153155517578125
199,2.347043037414551
200,2.189865303039551
201,2.2770355224609373
202,2.454720306396484
203,2.2297473907470704
204,2.5143125534057615
205,2.415389060974121
206,2.4014684677124025
207,2.219950294494629
208,2.5115753173828126
209,2.0915433883666994
210,2.2688907623291015
211,2.29666805267334
212,2.286049652099609
213,2.667451858520508
214,2.4523115158081055
215,2.284571075439453
216,2.261649322509766
217,2.5339849472045897
218,2.465940475463867
219,2.4425260543823244
220,2.4442358016967773
221,2.4345741271972656
222,2.4155242919921873
223,2.5698568344116213
224,2.3710567474365236
225,2.546645927429199
226,2.537100982666016
227,2.0121469497680664
228,2.280858039855957
229,2.3978107452392576
230,2.2631509780883787
231,2.1730253219604494
232,2.200119972229004
233,2.4635982513427734
234,2.430643081665039
235,2.6563793182373048
236,2.1243261337280273
237,2.3936885833740233
238,2.2784265518188476
239,2.4450138092041014
240,1.9556976318359376
241,2.1579288482666015
242,2.5541162490844727
243,2.3548276901245115
244,2.0660240173339846
245,2.278249168395996
246,2.4270099639892577
247,2.1114213943481444
248,2.16026611328125
249,2.454570198059082
250,1.8929018020629882
251,2.7176725387573244
252,2.0029953002929686
253,2.380077934265137
254,2.537324333190918
255,2.353850555419922
256,2.553990936279297
257,2.2283758163452148
258,2.434922790527344
259,2.220856475830078
260,2.296426773071289
261,2.627766418457031
262,2.1187555313110353
263,2.515022087097168
264,2.3262319564819336
265,2.407211494445801
266,2.256153869628906
267,2.442892837524414
268,2.1533971786499024
269,2.4672088623046875
270,2.3179744720458983
271,2.3415536880493164
272,2.140309715270996
273,2.4603899002075194
274,2.2201637268066405
275,2.48385066986084
276,2.3881616592407227
277,2.237557220458984
278,2.401993179321289
279,2.488788604736328
280,2.4105178833007814
281,2.2604000091552736
282,2.5214160919189452
283,2.347481346130371
284,2.162359046936035
285,2.0338701248168944
286,2.163102722167969
287,2.1618234634399416
288,2.6261480331420897
289,2.41119499206543
290,2.213336944580078
291,2.4314184188842773
292,1.9730966567993165
293,2.0419422149658204
294,2.160554122924805
295,2.1670553207397463
296,2.300428009033203
297,2.3609542846679688
298,2.2309795379638673
299,2.2931678771972654
300,2.0493490219116213
301,2.2289188385009764
302,2.196333885192871
303,2.261147308349609
304,2.359658432006836
305,2.1619199752807616
306,2.2053314208984376
307,2.3078718185424805
308,2.4449634552001953
309,2.5392112731933594
310,1.8468238830566406
311,2.380401039123535
312,2.2817893981933595
313,2.283140754699707
314,2.0617013931274415
315,2.0313587188720703
316,2.0358154296875
317,2.2924053192138674
318,2.1305234909057615
319,2.140884017944336
320,1.797332763671875
321,2.262336540222168
322,2.740505027770996
323,2.1230195999145507
324,2.6084262847900392
325,2.26733455657959
326,2.4245983123779298
327,2.4842708587646483
328,2.5868457794189452
329,2.3328500747680665
330,2.3035633087158205
331,2.3240827560424804
332,2.4197097778320313
333,2.1272802352905273
334,2.3350503921508787
335,2.3082056045532227
336,2.1832321166992186
337,2.693581962585449
338,2.2371692657470703
339,2.1686275482177733
340,2.233342742919922
341,2.303427505493164
342,2.2721105575561524
343,1.8726530075073242
344,2.3645063400268556
345,2.3201242446899415
346,2.5767860412597656
347,2.246258544921875
348,1.9825042724609374
349,2.2356359481811525
350,2.3336530685424806
351,2.278324508666992
352,2.1730297088623045
353,2.3765520095825194
354,1.8058738708496094
355,2.251852607727051
356,2.2601194381713867
357,2.233209991455078
358,2.1723039627075194
359,2.1710039138793946
360,2.491029739379883
361,2.014784812927246
362,2.3145572662353517
363,2.2514774322509767
364,2.136318397521973
365,2.1949531555175783
366,2.2858327865600585
367,2.293098258972168
368,2.1305831909179687
369,1.8407867431640625
370,2.678727149963379
371,1.9891912460327148
372,2.3718084335327148
373,2.4432477951049805
374,2.569289970397949
375,2.30684814453125
376,2.165604019165039
377,1.8879419326782227
378,2.447008514404297
379,2.336469841003418
380,2.195194053649902
381,2.236730194091797
382,2.3207029342651366
383,2.146135711669922
384,1.9983715057373046
385,2.1398900985717773
386,2.5003583908081053
387,2.210763359069824
388,2.215042304992676
389,2.0556571960449217
390,2.2758247375488283
391,2.417452812194824
392,2.354812431335449
393,2.351481056213379
394,2.212051582336426
395,2.0250408172607424
396,2.3005035400390623
397,2.0656368255615236
398,1.9836172103881835
399,2.1582103729248048
400,2.2618932723999023
401,2.0299798965454103
402,2.2693107604980467
403,2.1625797271728517
404,1.946028709411621
405,2.8556400299072267
406,2.1081180572509766
407,2.332382583618164
408,2.2037723541259764
409,1.9982126235961915
410,2.0015933990478514
411,2.1491823196411133
412,2.1004173278808596
413,2.362373161315918
414,2.0164134979248045
415,2.072612190246582
416,1.7393478393554687
417,2.1033945083618164
418,2.148405075073242
419,2.4743534088134767
420,2.1220746994018556
421,2.103627014160156
422,2.1683671951293944
423,2.103451156616211
424,2.356502914428711
425,2.470453453063965
426,2.2696935653686525
427,2.076766014099121
428,2.089992904663086
429,1.9633163452148437
430,2.1182647705078126
431,2.122182083129883
432,2.077772331237793
433,1.913119125366211
434,2.039194869995117
435,2.484183502197266
436,2.1665233612060546
437,2.3174203872680663
438,2.1431936264038085
439,2.4937507629394533
440,2.227843475341797
441,2.3245468139648438
442,2.612030029296875
443,1.881612205505371
444,1.943406105041504
445,2.7340324401855467
446,2.4711227416992188
447,1.9285337448120117
448,2.327897071838379
449,2.476500701904297
450,2.4129146575927733
451,2.13992862701416
452,2.597900390625
453,2.2902450561523438
454,2.109257698059082
